time,open,high,low,close,volume
1780444800,408.0,408.0,408.0,408.0,0
1780531200,408.0,408.0,408.0,408.0,0
1780617600,398.0,398.0,398.0,398.0,0
1780876800,400.0,400.0,400.0,400.0,0
1780963200,395.0,395.0,395.0,395.0,0
1781049600,380.0,380.0,380.0,380.0,0
1781136000,375.0,375.0,375.0,375.0,0
1781222400,385.0,385.0,385.0,385.0,0
1781481600,397.0,397.0,397.0,397.0,0
1781568000,394.0,394.0,394.0,394.0,0
1781654400,397.0,397.0,397.0,397.0,0
1781740800,388.0,388.0,388.0,388.0,0
1781827200,390.0,390.0,390.0,390.0,0
1782086400,386.0,386.0,386.0,386.0,0
1782172800,380.0,380.0,380.0,380.0,0
1782259200,375.0,375.0,375.0,375.0,0
1782345600,368.0,368.0,368.0,368.0,0
1782432000,375.0,375.0,375.0,375.0,0
1782691200,369.0,369.0,369.0,369.0,0
1782777600,369.0,369.0,369.0,369.0,0
1782864000,365.0,365.0,365.0,365.0,0
1782950400,385.0,385.0,385.0,385.0,0
1783036800,370.0,370.0,370.0,370.0,0
1783296000,361.0,361.0,361.0,361.0,0
1783382400,376.0,376.0,376.0,376.0,0
1783468800,370.0,370.0,370.0,370.0,0
1783555200,373.0,373.0,373.0,373.0,0
1783641600,375.0,375.0,375.0,375.0,0
1783900800,370.0,370.0,370.0,370.0,0
1783987200,373.0,373.0,373.0,373.0,0
1784073600,373.0,373.0,373.0,373.0,0
1784160000,370.0,370.0,370.0,370.0,0
1784246400,370.0,370.0,370.0,370.0,0
1784505600,366.0,366.0,366.0,366.0,0
1784592000,367.0,367.0,367.0,367.0,0
1784678400,345.0,345.0,345.0,345.0,0
1784764800,370.0,370.0,370.0,370.0,0
1784851200,371.0,371.0,371.0,371.0,0
1785110400,370.0,370.0,370.0,370.0,0
1785196800,370.0,370.0,370.0,370.0,0
1785283200,365.0,365.0,365.0,365.0,0
1785369600,363.0,363.0,363.0,363.0,0
1785456000,370.0,370.0,370.0,370.0,0
