time,open,high,low,close,volume
1780444800,753.0,753.0,753.0,753.0,0
1780531200,754.0,754.0,754.0,754.0,0
1780617600,745.0,745.0,745.0,745.0,0
1780876800,740.0,740.0,740.0,740.0,0
1780963200,732.0,732.0,732.0,732.0,0
1781049600,720.0,720.0,720.0,720.0,0
1781136000,728.0,728.0,728.0,728.0,0
1781222400,733.0,733.0,733.0,733.0,0
1781481600,711.0,711.0,711.0,711.0,0
1781568000,749.0,749.0,749.0,749.0,0
1781654400,747.0,747.0,747.0,747.0,0
1781740800,744.0,744.0,744.0,744.0,0
1781827200,745.0,745.0,745.0,745.0,0
1782086400,744.0,744.0,744.0,744.0,0
1782172800,733.0,733.0,733.0,733.0,0
1782259200,734.0,734.0,734.0,734.0,0
1782345600,734.0,734.0,734.0,734.0,0
1782432000,731.0,731.0,731.0,731.0,0
1782691200,725.0,725.0,725.0,725.0,0
1782777600,741.0,741.0,741.0,741.0,0
1782864000,746.0,746.0,746.0,746.0,0
1782950400,746.0,746.0,746.0,746.0,0
1783036800,746.0,746.0,746.0,746.0,0
1783296000,748.0,748.0,748.0,748.0,0
1783382400,747.0,747.0,747.0,747.0,0
1783468800,742.0,742.0,742.0,742.0,0
1783555200,747.0,747.0,747.0,747.0,0
1783641600,751.0,751.0,751.0,751.0,0
1783900800,750.0,750.0,750.0,750.0,0
1783987200,750.0,750.0,750.0,750.0,0
1784073600,751.0,751.0,751.0,751.0,0
1784160000,750.0,750.0,750.0,750.0,0
1784246400,740.0,740.0,740.0,740.0,0
1784505600,744.0,744.0,744.0,744.0,0
1784592000,742.0,742.0,742.0,742.0,0
1784678400,744.0,744.0,744.0,744.0,0
1784764800,736.0,736.0,736.0,736.0,0
1784851200,738.0,738.0,738.0,738.0,0
1785110400,738.0,738.0,738.0,738.0,0
1785196800,738.0,738.0,738.0,738.0,0
1785283200,730.0,730.0,730.0,730.0,0
1785369600,735.0,735.0,735.0,735.0,0
1785456000,740.0,740.0,740.0,740.0,0
1785715200,725.0,725.0,725.0,725.0,0
1785801600,757.0,757.0,757.0,757.0,0
1785888000,772.0,772.0,772.0,772.0,0
1785974400,766.0,766.0,766.0,766.0,0
1786060800,769.0,769.0,769.0,769.0,0
1786320000,771.0,771.0,771.0,771.0,0
1786406400,770.0,770.0,770.0,770.0,0
1786492800,770.0,770.0,770.0,770.0,0
