time,open,high,low,close,volume
1780444800,740.0,740.0,740.0,740.0,0
1780531200,741.0,741.0,741.0,741.0,0
1780617600,720.0,720.0,720.0,720.0,0
1780876800,720.0,720.0,720.0,720.0,0
1780963200,700.0,700.0,700.0,700.0,0
1781049600,700.0,700.0,700.0,700.0,0
1781136000,702.0,702.0,702.0,702.0,0
1781222400,713.0,713.0,713.0,713.0,0
1781481600,759.0,759.0,759.0,759.0,0
1781568000,735.0,735.0,735.0,735.0,0
1781654400,730.0,730.0,730.0,730.0,0
1781740800,735.0,735.0,735.0,735.0,0
1781827200,732.0,732.0,732.0,732.0,0
